workbook_row,creature_id,common_name,scientific_name_printed,outcome,reasons,workbook_human_review_required,source_id,source_book_page,source_pdf_page,source_tile,identity_confidence,identity_confidence_score,text_transcription_confidence,source_title_common_ocr,source_title_scientific_ocr,identification_evidence
1269,4f968020-9c9d-5acd-927e-3e51bab27b11,Pinstripe Cardinalfish,Pseudamia hayashii,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-8638694D,265,266,tl,high,100,medium,,,"ID: Slender body, long tail base, rounded tail: reddish brown with pinstripes formed by rows of tiny dark spots. Solitary and nocturnal. Coastal, lagoon and outer reefs in 2-64 m."
1270,26d2c51d-2b67-5d71-9d23-0b1ce1136f61,Paddlefin Cardinalfish,Pseudamia zonata,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-2279367C,265,266,ml,high,100,medium,,,"ID: Slender body, !ong tail base, large fan-shaped tail, 2nd dorsal and anal fins; pair of broad black bars on side and narrower bar on tai) base. Solitary. Lurk inside caves and crevices of seaward reef slopes in 10-35 m."
1271,c3fcbce4-797e-5753-b18e-1681b1db8570,Golden Anthias,Pseudanthias aurulentus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-2315C2B2,148,149,tl,high,100,medium,,,ID: Mole - Orangish; pair of bright red stripes with white stripe between on upper body; long 3rd spine of dorsal fin. Form small groups above rubbie and boulder areas on outer teef slopes in 40-60 m.
1272,0e5917e0-5826-5996-911b-6e32d34d80b8,Bartlett's Anthias,Pseudanthias bartlettorum,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-044DA4F4,142,143,mr,high,100,medium,,,"ID: Mee - Lavender with yellow upper head, back, dorsal and tail fins; violet tail borders; long 2nd dorsal fin spine. female - Similar lack fong fin spine. Form plankton-feeding aggregations above substrate. Steep outer reef slopes in 4-30 m."
1273,5bcda8bd-64ea-55e5-8a44-e8740698a90a,Bicolor Anthias,Pseudanthias bicolor,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-C2E7900D,144,145,mr,high,100,medium,,,"ID: Moke - Orange upper body, lavender to pale pink below: long 2nd and 3rd dorsal fin spines with yellow tips. Female - Similar. but spines shorter and lack yellow tips. Form schools. Ledges. and outcroppings of lagoon and outer reefs in 5-68 m."
1274,5f52e714-6058-54b8-be54-304c90d2a8de,Twospot Anthias,Pseudanthias bimaculatus,included,,True,SRC-DDD442FB,143,144,ml,high,100,high,,,"ID: Mole - Shades of red or orange with lavender to purple scribble markings; 2 orange to yellow bands bordered with lavender to purple extend from eye to pectoral fin, tips of tail lobes bluish. Form small plankton-feeding aggregations 1-3 m above reefs and steep slopes in 20-60 m."
1275,c896ec0a-c77e-5756-bbc2-5495826db3a7,Silverstreak Anthias,Pseudanthias cooperi,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-827206EA,149,150,tl,high,100,medium,,,"ID: Male - Red to orange to pale pink with red tail; silver-white streak below eye, red patch or bar on mid-side (may be intense or faint). Form small plankton-feeding aggregations above substrate of current swept outer reefs and drop-offs in 15-60 m."
1276,d5e3533a-01c1-5082-bfb0-6337b6331656,Redfin Anthias,Pseudanthias dispar,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-61EC150A,145,146,ml,high,100,medium,,,"ID: Mole - Orange to yellow body, lavender to pink head and bright red dorsal fin, translucent tail. Form plankton-feeding aggregations 1-3 m above substrate; males erect dorsal fin during courtship. Upper edge of steep slopes to 15 m."
1277,920f1717-2021-5224-8da2-026fed047ace,Barrier Reef Anthias,Pseudanthias engelhardi,included,,True,SRC-32975081,144,145,bl,high,100,high,,,ID: Made - Pale lavender-pink with pale yellowish to orangish tint on head and forebody; pale band below eye; 3rd dorsal spine slightly elongate . Form plankton-feeding aggregations 1-3 m. above outer reefs in 50-70 m. | ‘ED: Male- Pale lavender-pink with pale’ to orsagish {tat cn hee ne focebody; pale ps band. ‘Affe; 3rd dorsal ‘aggregations 1-3. ate eta “70.9.
1278,5ec2f6df-b9ed-5dad-b29a-aa42408d7077,Yellowback Anthias,Pseudanthias evansi,included,,True,SRC-CD1CB3D6,142,143,bl,high,100,high,,,"ID: Male - Violet with bright yellow back from nape diagonally to lower tail; scattered yellow spots on body, pale band through eye. Form large plankton-feeding aggregations 1-3 m above substrate of outer reefs slopes to 40 m."
1279,72fd34a5-3577-51a4-987e-d99c8c6d8ae5,Yellowspotted Anthias,Pseudanthias flavoguttatus,included,,True,SRC-975B5661,150,151,tr,high,100,high,,,"ID: Lavender to red undercolor with yellow spots on scales alternating bright red and white bars on back and tail base yellow tail lobes, Form small schools. Lurk near ledges and caves of deep outer reef slopes and dropoffs below 30 m."
1280,bd2007b7-2db6-504c-b550-676642e8cb5b,Threadfin,Pseudanthias huchti,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high,True,SRC-301D86F9,146,147,ml,high,97,medium,,,"ID: Made - Lavender-gray to yellowish gray; bright red stripe from eye to pectoral fin base, red border on ventral fins; long 3rd dorsal spine. Solitary or form smail plankton-feeding groups around outcroppings of clear outer reef slopes in 4-20 m. | 1D: Male Lavendec-gray to yellowish gray: bright red stripe from eye to pectoral fin bava, red, bocter on ventral fins: ong ‘Sed dorsal spine. Scary -or form smell around outcroppings of clear outer neef slopes in 4-20.m."
1281,bc26e601-c751-5840-91e8-621beea14a20,Whitespotted Anthias,Pseudanthias hutomoi,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-D32FF154,148,149,ml,high,100,medium,,,"ID: Mole - Pinkish to lavender; reddish band with violet borders from eye to pectoral fin, 2 white spots on back and whitish blotch on rear body and upper tail base. Form small schools. Cluster around rocky outcroppings on coastal reefs in 30-70 m."
1282,df8f8b0d-7977-549c-87a1-dd66b45138df,Stocky Anthias,Pseudanthias hypselosoma,included,,True,SRC-13C8AA83,146,147,bl,high,100,high,,,"ID: Male - Pinkish with extensive red area on upper head and foreback, red spot on dorsal fin; rounded tail, elongate ventral fins and large anal fin. Form schools above coral outcroppings on sheitered coastal reefs and lagoons to 35 m."
1283,1b18cde6-8227-5ae4-8559-385d09a12a7b,Flame Anthias,Pseudanthias ignitus,included,,True,SRC-853FA2B4,145,146,tr,high,100,high,,,"ID: Mole - Orange to yellow body, lavender to pink head and bright red dorsal fin; red borders on tail. Form plankton- feeding aggregations above upper edges of steep slopes in 10-30 m."
1284,50d0103c-b225-54e4-9ded-b65fdf647755,Lori's Anthias,Pseudanthias lori,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-A508EFA2,150,151,tl,high,100,medium,,,"ID: Lavender to red undercolor with orangish spots on body scales; 3-5 bright red bars on back, bright red stripe on upper tail base, tail lobes reddish. Steep outer reef slopes and drop-offs in 25-60 m."
1285,8ff7a266-e1a5-5b4d-bd79-242a61ccacc8,Luzon Anthias,Pseudanthias luzonensis,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-5EC4E74C,148,149,tr,high,100,medium,,,"ID: Male - Peach to pinkish with reddish snout: red to orange band across nape divides into three narrow wavy stripes to tail, wide red margin on tail. Female - Pale peach without distinctive markings. Outer reef slopes in 20-60 m."
1286,d062ca81-c418-5866-8b8e-2fc844a82602,Olive Anthias,Pseudanthias olivaceus,pending_review,account transcription confidence is not high,True,SRC-FE795F6A,148,149,bl,high,100,medium,,,"ID: Mole - Olive to dark gray; yellow spots on scales of lower body may align to form bars, yellow stripe behind eye. Form. small plankton-feeding aggregations around rock and coral formations of seaward reefs to 34 m. | TD: ide - Olive to dark gray: Yellow spots Ga seakes of lowe body may align to form bare, yellow stripe behind eye. Form ssinall planktan-feading: around rock and coral ‘formations of seaward reefs to 34m."
1287,1dff4911-9bc2-519b-ab00-32ee2d0e084f,Sunset Anthias,Pseudanthias parvirostris,included,,True,SRC-7DD9F0A3,149,150,bl,high,100,high,,,ID: Mele - Yellow with purple dorsal fin and borders on tail; purple line markings on head. Reddish with white dorsal fin and tail borders in Indian Ocean. Form small aggregations near patch reefs and coral outcroppings of deep outer slopes in 30-65 m_
1288,995e9e95-6805-503e-a5d2-c62005c8da3a,Purple Queen Anthias,Pseudanthias pascalus,included,,True,SRC-94F9F5DA,145,146,bl,high,100,high,,,ID: Mole - Purple with numerous small dark blue to orange spots: yellowish snout forming fleshy protuberance and pale chin. Form plankton-feeding aggregations high above outer Teef slopes in 5-60 m.
1289,4b1c8a14-492e-580c-a6fd-abdf33ad51a2,Squarespot Anthias,Pseudanthias pleurotaenia,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high,True,SRC-992F7CD7,143,144,bl,low,,low,,,eee Anthigs -Seranidac/Anthiinae: ID: Wale- Orangieh red. -aqTusite Vieket spot on te Yoon oe Forel peed oben aaepos mn = cabbie i0-t
1290,50365c8f-8441-5e12-ba08-3674f980ab66,Randall's Anthias,Pseudanthias randalli,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-DD338D94,147,148,mr,high,100,low,,,"p: Male- Rodd to lavoncior; fnts red with waxtabie vioket elongate 2rd dorsal spine. femle~ Simfiat, but have docsal and tail fing. Form. small groupe. Lurk nearcaves and Tagen seep cropotsin - 120m."
1291,7905cd50-a977-549c-96de-1b3031d5135a,Redstripe Anthias,Pseudanthias rubrizonatus,included,,True,SRC-2ECF611D,149,150,ml,high,100,high,,,"ID: Male /Pink Voriation - Peach on head gradating to pale pink on rear body; pale stripe below eye and red bar on side. Form clusters around coral outcroppings, sometimes in turbid water. Coastal and seaward reefs in 10-58 m. | ‘TD: Wide /Pick Variation - Peach cn haad to pele piri on rear body; Yed baronside. Form neuipe below trata Coastal aud soawend ree 10 Bb an"
1292,79405f77-44bf-576c-8338-a7fbd7955990,Shen's Anthias,Pseudanthias sheni,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high,True,SRC-6F043603,144,145,tl,high,88.8,medium,,,ID: Mole - Orangish red to magenta or violet; 3rd dorsal spine of male elongate. Groups contain numerous females and several males. Form plankton-feeding aggregations 1-3 m above outer reef slopes in 20-55 m. | TD: Miele - Orangish red to magonta or violet; 3rd dorsal Gt anie ogi. Grube contain merous fale x Shor cue reel apoo in a0-Oe om
1293,d3243eb5-2b1c-584f-bf5d-7f6d98dec0a5,Princess Anthias,Pseudanthias smithvanizi,included,,True,SRC-57CE9899,150,151,ml,high,100,high,,,"ID: tole - Lavender undercolor with orangish spots on body scales; red to reddish upper head and back, purple tail borders Form small groups, sometimes mix with Lori's Anthias (previous}. Steep outer reef slopes in 6-70 m."
1294,c424bd47-1dfb-5f7f-8d39-074a4a83e978,Scalefin Anthias,Pseudanthias squamuipinnis,pending_review,account transcription confidence is not high,True,SRC-5A68DF6A,147,148,tl,high,100,medium,,,"ID: Male/Red Yoriation - Shades of red with yellow spots on body scales; purple blotch on outer pectoral fin: long 3rd dorsal spine. Form small to huge plankton-feeding aggregations above shallow coastal, lagoon and outer reefs in 2-20 m. | 1D: ae feed Verletion - Shades of red. yellow hich cao pocuraltis hey 3 dace Sone thallow cousll lageoe at outer toes oe Inela Wlast Daeifire Tall Sas and Wt. A frir tn Stetreninn Ye and TH"
1295,b4235fce-cf53-5883-bed8-7587ba458440,Purple Anthias,Pseudanthias tuka,included,,True,SRC-31560E96,146,147,tl,high,100,high,,,"ID: Mole - Purple; yellow to yellowish chin and dark purple blotch on rear dorsal fin. Form plankton feeding-aggregations 1-3 m above outer reef slopes, but also coastal reefs in 2-40 m. | 1D: Made - Purple yellow to yellowsiah chin and dark parple 1-8:m above outer reef slopes, but aleo coastal reals in 2-40 m."
1296,602b19d8-5d9e-58fe-9ce4-aa21e6de8b24,Dottyback Anthias,Pseudanthias venator,included,,True,SRC-3CDC2569,144,145,ml,high,100,high,,,"ID: Mole - Reddish orange with yellowish highlights; small dark spots on upper body, yellowish tail borders. Form small groups. Lurk around caves and ledges on steep outer reef slopes in 20-50 m."
1297,5a46ab8a-5173-5ca0-a0cf-f56d54430ce1,Longfin Anthias,Pseudanthias ventralis,pending_review,account transcription confidence is not high,True,SRC-CC117910,143,144,tl,high,100,medium,,,"ID: Male - Lavender with variable amounts of yellow on upper head, back and tail base, yellow fins, except red often in dorsal; random magenta stripes and spots on back; long ventral fins. Form small groups on outer reefs in 26-68 m. | ‘1D: Male- Lavender with variable amounts of yellow on upper end, back and tail base, ey Gn, ence ond often fn ‘ventral Zins. Porin arpall groupe on ower roofs in 26-68 m. Banifie Mirna? Denier Tannfis Dioraion t amet nf Crcarin Bakemanln"
1298,7acc216e-6e3f-5228-bf2b-51cb4cf7c597,White Ribbon Moray,Pseudechidna brummen,included,,True,SRC-9E12FDFC,441,442,ml,high,100,high,,,"ID: Long laterally compressed body; pale brown to pale green with small dark spots on head; narrow white margin on fins. Solitary and cryptic, rarely in open except at night. Sand and rubble bottoms of sheltered coastal reefs and reef flats in 1-8 m."
1299,98064ca8-0ad8-5c95-bc32-b71a65e64ffb,Yellowmargin Triggerfish,Pseudobalistes flavimarginatus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high,True,SRC-E5A46149,405,406,ml,low,,low,,,"1D: Tan body with dark spots and crossharch pattern, pale ‘orangish spout and cheeks; yellow to orange margins on: Coastal tet Splitary; neat in sand snd rubble chanaels. lagoons and sheltered outer reefs in 2-60 m."
1300,1e867b08-420f-5d06-abeb-6a45377e5159,Blue Triggerfish,Pseudobalistes fuscus,included,,True,SRC-F4BBBC03,405,406,tl,high,100,high,,,ID: Blue to bluish gray often with yellowish scale spots; pale blue to muddy red margins on all fins. Solitary; nesting females very aggressive and may attack divers. Sheltered inner reefs and seaward slopes to 50 m. | 0D: Blue to bluish gray often with yellowish acale epots;; acai ens oe Be fo mY Yo argo females very aggressive and may attack divers. Sheltered inner reefs aod seaward slopes to 60 m
1301,02205eb9-4a5a-5766-984f-ba405e0de1c1,Silver Trevally Jack,Pseudocaranx dentex,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-9570D9B0,127,128,tr,high,100,medium,,,ID: Bluish silver with mid-body yellowish stripe to tail and yellowish edge below rear dorsal and anal fins to tafl; black ‘Spot on rear gill cover. Pairs or form small schools. Deep bottom. feeders to 200 m; shallower in cool water.
1302,9dc3dbc6-3d01-54eb-b725-88ea643b6e33,Midget Wormfish,Pseudocheilinus ataenia,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-214F9677,226,227,ml,high,100,medium,,,"ID: TP - Red with 7-8 rose to orange stripes; blue on ventral fin. Form small groups; cryptic, stay close to shelter. Rubble and coral patches on protected reefs in 5-15 m."
1303,5784208a-308b-59d4-a2be-ea82bfcc18e9,Disappearing Wormfish,Pseudocheilinus evanidus,included,,True,SRC-6FED6B5D,225,226,br,high,100,high,,,"ID: TP - Red to orange with thin white lines on side; white band under eye. bluish vertical streak on cheek, frequently with §-6 diffuse pale bars. Solitary and cryptic. Rubble and coral patches on seaward slopes in 6-40 m."
1304,947747f2-b395-5c33-8336-d6ff6118b332,Sixstripe Wormfish,Pseudocheilinus hexataenia,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-1B026F42,226,227,br,low,,low,,,"(ED: Dark gréenish brown, red anal fin; row of pale spots in dorsal fin, dark tail borders."
1305,51b78d70-f02a-5b0a-9e46-7a9a6b009c6e,Tailspot Wormfish,Pseudocheilinus ocellatus,included,,True,SRC-17532D6B,225,226,mr,high,100,high,,,"ID: TP - Magenta to red body; often display thin vertical white lines on side, white-ringed black ocellated spot on tail base, curved magenta spot surrounded by yellow markings below eye. Solitary. Outer reef areas in 20-60 m."
1306,f9c45dab-6de4-559b-a491-d6344f587513,Eightstripe Wormfish,Pseudocheilinus octotaenia,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-10FB711F,225,226,bl,high,100,medium,,,"ID: TP - Pale to dark red to orange with light to dark purple stripes, sometimes with yellow stripes between. Solitary. Coral or rubble patches on seaward reefs in 2-50 m."
1307,9739bc71-63a3-5988-88e9-fc2daad5b0c0,Fourstripe Wormfish,Pseudocheilinus tetrataenia,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-DC0EFB3A,226,227,tr,high,100,medium,,,"ID: TP - Four orange to green stripes alternate with 3 blue stripes on back; bluish to greenish to brownish belly Solitary; cryptic, hide in small recesses of coral or rubble. Seaward reefs in 6-44 m."
1308,e5015b07-59ca-5ba2-84b4-bdb622da0b59,Borneo Dottyback,Pseudochromis alleni,included,,True,SRC-3B36397E,276,277,bl,high,100,high,,,"ID: Pale yellow with dark gray upper head gradating to bluish back and dorsal fin; white scale row streak extends from gill cover onto back. Solitary and cryptic. Caves, recesses and under ledges of coastal fringing reefs in 15-30 m."
1309,97a23e62-c46b-5600-aab5-d73e7d9e438e,Raja Dottyback,Pseudochromis andamanensis,pending_review,identity confidence is below the inclusion threshold,True,SRC-386F58D6,273,274,bl,low,59,high,,,ID: Male - Whittich to ‘upperhead and yellowish brown: Fics nus spor on met sons and dark mark beliind eye (aiso.on females). Solitary. Coral outcroppings on fringing reefs in 15-45 m.
1310,171a8914-8501-5f22-bf9d-612c4763039b,Doublestriped Dottyback,Pseudochromis bitaeniatus,included,,True,SRC-C47AA5E5,274,275,br,high,100,high,,,ID: Bluish gray to brown with yellowish brown head; broad pale to white stripe from gill cover to end of tail. Solitary. Crevices and caves in steep slopes and coastal and seaward reefs in 1-20 m.
1311,6bd1acfa-74d9-5aad-8bea-653dffdba88d,Surge Dottyback,Pseudochromis cyanotaenia,included,,True,SRC-2EF9F947,273,274,tl,high,100,high,,,"ID: Male - Blue with yellow area lower head to pectoral fin yellow stripe on front lateral line, may display light blue bars on lower side. Female - Reddish gray, orange tail with yellow Margin. Solitary or in pairs. Shallow wave-washed areas of outer reef flats and slopes to 10 m."
1312,44033224-a98b-5fcb-9787-6d967e868aaa,Elongate Dottyback,Pseudochromis elongatus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-4185F549,277,278,mr,high,100,medium,,,ID: Shades of brown to purple; rounded tail with yellow margin. Solitary. Caves or around rock outcroppings of coastal and seaward reefs in 5-60 m.
1313,23fc4b8b-bb6c-555a-9f8d-d27b046c2247,Yellowtail Dottyback,Pseudochromis flammicauda,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-A4CFD7EF,274,275,bl,high,100,medium,,,"ID: Mole - Tan to orange-red head, bluish gray body and yellow-orange tail. Jevenile/Femole - Dark gray brown with no distinctive markings. Solitary or in pairs. Lurk near crevices and holes in lagoon and seaward reefs in 3-10 m."
1314,3afa7118-5141-5284-a8c0-af8148b418fe,Dusky Dottyback,Pseudochromis fuscus,included,,True,SRC-F6F7AC89,275,276,tl,high,100,high,,,"ID: Derk Voriotien - Dark brown with white to translucent tail blue spots on scales form stripes. Solitary. Lurk near crevices and recesses in coastal, lagoon and seaward reefs in 1-30 m. | TD: Dork Veriation Dat - cv with white to tesnatacent tall ‘hing spots on scales foam stripes: Solitary. Lari near crevices and recesses in coastal iagood and seaward reefs ia 1-20 mn."
1315,0aa59113-0fe6-5f3a-9f19-c08b36be7ccb,Thinstriped Dottyback,Pseudochromis howsoni,included,,True,SRC-DF9C468D,275,276,ml,high,100,high,,,"ID: Male - Orange-brown on head and front of body gradating to dark gray on rear body; spots on scales of upper front body form scale row stripes, dark spot on rear gill cover. Solitary or pair with females. Lurk near recesses in low coral outcroppings and rubble of seaward reefs to 30 m."
1316,10fee718-f32b-519c-948e-4162e10a166b,Borneo Dottyback,Pseudochromis marshallensis,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-F3652BCA,276,277,br,high,100,medium,,,"ID: Brown to brownish gray or bluish gray with yellowish tail; pale orange spots on scales forming scale row stripes. Solitary and cryptic. Caves, recesses and under ledges of coastal, lagoon and seaward reefs in 1-15 m."
1317,f7ba40c6-a8c4-525d-b930-94c5919b4026,Brownback Dottyback,Pseudochromis moorei,pending_review,identity confidence is below the inclusion threshold,True,SRC-114CB7BE,276,277,tl,high,97,high,,,ID: Male - Yellow-orange with dark spot on central body scales dark spot at rear comer of gill cover. Female - Dark brown. Solitary. Sand and rubble and low rocky outcroppings on coastal reefs in 12-25 m.
1318,90b04503-bb37-5d82-81e6-318d3808b0d8,Royal Dottyback,Pseudochromis paccagnellae,included,,True,SRC-B7661573,274,275,tr,high,100,high,,,"ID: Magenta head and front of body, yellow behind. Solitary or form small, loosely scattered groups. Base of steep dropoffs or in caves and récesses on steep slopes and coastal and outer reefs in 5 to 40 m, usually below 15 m."
1319,5ff003c9-6284-5a9e-84ec-459a5c2e321c,Midnight Dottyback,Pseudochromis paranox,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-41110713,276,277,tr,high,100,medium,,,"ID: Black with no distinctive markings. Flare dorsal and anal fins to mimic Pygmy Angelfigh, Centropyge nox, the two species always occur in same area. Solitary. Lurk near recesses and crevices in ooastal slopes in 5-30 m."
1320,60ed229f-97b6-59e0-9d81-4f5b68100913,Blackstripe Dottyback,Pseudochromis perspicillatus,included,,True,SRC-48078949,276,277,ml,high,100,high,,,ID: White to slightly yellowish; dark gray to black stripe from snout tip to below beginning of dorsai fin. Solitary. Coral outcroppings in sand and rubble areas of coastal reefs in3-18m.
1321,5e5249ab-b3ef-5097-b653-df834ebea274,Longfin Dottyback,Pseudochromis polynemus,included,,True,SRC-013ED7C1,277,278,tl,high,100,high,,,"ID: Brown to gray-brown with pale spots on scales forming scale row stripes; triangular orange mark below eye, orange blotch at base of ventral fins, black margins on dorsal and anal fins. Solitary. Outer slopes in 5-25 m."
1322,9676ca64-4a2e-5e62-9a17-9c202d773795,Magenta Dottyback,Pseudochromis porphyreus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-8F39E6A5,274,275,ml,high,100,medium,,,"ID: Magenta. Solitary or form small, loosely scattered groups. Base of steep dropoffs or in caves and crevices in steep slopes and coastal and outer reefs in 5 to 40 m, usually below 15 m."
1323,3b7e19d3-387d-533a-8e71-590fdd265401,Brownback Dottyback,Pseudochromis ransonneti,included,,True,SRC-75FC818A,277,278,ml,high,100,high,,,ID: Dull gray-brown with cream on lower head and lower front body; no distinctive markings. Solitary or form small groups. Silty coastal reefs in 1-12 m.
1324,2fdd2d2a-115a-5e1b-96f8-a7c61db005ee,Splendid Dottyback,Pseudochromis splendens,included,,True,SRC-C0BE9EF1,277,278,tr,high,100,high,,,"ID: Gray undercolor with orange to yellow spots on scales forming scale row stripes, yellow tail, pale snout; black eye bar. Solitary. Lurk near recesses and tubular sponges on steep reef slopes in 5-40 m."
1325,b307ef21-1a3e-559a-92b9-71c40c390fa7,Steene’s Dottyback,Pseudochromis steenei,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high,True,SRC-CDDCB558,275,276,bl,low,,low,,,ED: Mde- Pinkich ‘headand front of body with brown péale spots qradeting dack brown reer Dedy; necro i ‘Rear rederses in cons] outcroppings and coastal reet slopes in 16-100 m.
1326,6b67a848-f0cc-5c8a-84ed-8c375e64402c,Yellowfin Dottyback,Pseudochromis wilsoni,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-549F7C86,274,275,mr,high,100,medium,,,"ID: Mele - Blue to purplish; yellow and red iris. Female - Blue to brownish, lower haif of dorsal fin yellow; yellow submarginal Stripes on tail. Solitary. Inshore coastal reefs to 15 m."
1327,f1419fe2-899f-503b-bb4e-f9287ba4194d,Redspot Wormfish,Pseudocoris aurantiofasciatus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-E2157F99,192,193,mr,low,,low,,,"‘TD: Lavender-gray with wavy lines; pair of silver-white stripes on head above and helow eye; reddish spot.on ectowel fin bese, Form lange nlankton-feeding eognogetions ‘With IP greatly outnumbering TP."
1328,4e161a17-bd1f-5427-858f-467b66aa16fb,Philippine Wormfish,Pseudocoris bleekeni,pending_review,identity confidence is below the inclusion threshold,True,SRC-DB9DD34F,192,193,tr,high,91.2,high,,,"ID: TP - Green with combination of dark bars; elongate spots and saddles, yellow patch on middle of side. P - Light brown with pale belly; black blotch on rear gill cover and upper tail base. Rubble and coral slopes of seaward reefs in 10-30 m."
1329,671a8318-8234-58bc-8a7d-58d83e2f8ef8,Torpedo Wormfish,Pseudocoris heteroptera,included,,True,SRC-9C3FB0CA,226,227,bl,high,100,high,,,"ID: TP - Blue-green head and forebody with alternating yellow and blackish bars behind; dark patch behind eye. Form groups well above bottom. Mixed sand, rubble and coral areas with periodic strong currents in 15-24 m."
1330,aad73bb1-7c6c-566c-a6ff-e50c5ac5e41d,Rust-banded Wormfish,Pseudocoris yamashiroi,pending_review,identity confidence is below the inclusion threshold,True,SRC-E90DE01A,192,193,ml,high,85,high,,,"ID: TP - Shades of green with white belly; black spots and blotches on green areas, black borders on tail. Form aggregations above bottom. Edge of reef slopes in 5-30 m."
1331,7b731c3f-4270-55cf-8440-f98fd64da095,Chiseltooth Razorfish,Pseudodax mollucanus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-DF3E4C00,234,235,ml,high,87.4,medium,,,"ID: TP - Blue-green undercolor with dark spots on scales orange-red to nist wash on forebody and back, yellow upper lip; pale yellow bar on tail base. Solitary. Seaward reefs including steep outer slopes in 3-40 m. Indo -Pacifie: Red Sea and E. Africa to French Polynesia ~ §. Japan to Australia."
1332,33141272-cd6d-567f-88bb-bd29c393e778,Atavia Wrasse,Pseudojuloides atavai,pending_review,identity confidence is below the inclusion threshold; no identification description,True,SRC-0168C4EF,227,228,br,high,82.9,high,,,
1333,33a5bc41-e187-5415-880a-1afd201d709b,Smalltail Wormfish,Pseudojuloides cerasinus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-81D0D752,227,228,tl,high,94.9,medium,,,"ID: TP - Green upper body. blue below; bicolor blue and yellow mid-body stripe, wide black tail margin. Form small groups. Rubble, weed and coral areas of lagoon and seaward reefs to 61 m, usually over 20 m."
1334,adb01347-975a-5623-a456-7de5ffb53e7d,Kaleidios Wormfish,Pseudojuloides kaleidios,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-5A5CEFC4,227,228,ml,high,92.9,medium,,,ID: T? - Green to bluish; broad blackish stripe on upper side and narrower blue stripe immediately below; bright blue snout followed by salmon stripe down back. Solitary or with groups of IP. Rubble bottoms in 15-40 m.
1335,687f04c1-21a8-5396-babe-9bda2b8f30f1,Royal Wormfish,Pseudogramma severnsi,pending_review,identity confidence is below the inclusion threshold; identification descriptions are not high-confidence transcriptions,True,SRC-037061B6,227,228,bl,medium,70.4,high,,,ID: TP- Lange dark patch from eyes to: ee On: and rubble bottoms in 20-40:m.
1336,6723c9d1-5cb7-5b0b-9205-944c6d5ee4fd,Strapweed Filefish,Pseudomonacanthus macrurus,included,,True,SRC-307B6A2B,412,413,tl,high,100,high,,,"ID: Mottled shades of yellow to brown, greenish brown, tan and grayish white; covered with numerous brown spots usually darkish blotch behind and below eye. Solitary. Reef flats, lagoons and weed or seagrass beds to 10 m. | ID: »: Metied sais of yellow to beowen, goenieh brown, tan covered with numerous brown spots, gency viah aeskiah wha Reef blotch behind aid below eye. Solltery. flate, lagoone and weed or seagrass beds to 10m. fhe a Rint ecin ante Tecan Dtemnne Tih anid"
